T:	[18:55:54:372829]	*IDN?	R:	[18:55:54:513989]	ROBOT_PREMO, V1.0
T:	[19:27:23:289586]	STATE?	R:	[19:27:23:294807]	0
T:	[19:27:23:593983]	STATE?	R:	[19:27:23:594128]	0
T:	[19:27:23:898790]	STATE?	R:	[19:27:23:898938]	0
T:	[19:27:24:205179]	STATE?	R:	[19:27:24:210414]	0
T:	[19:27:24:506184]	STATE?	R:	[19:27:24:506322]	0
T:	[19:27:24:811138]	STATE?	R:	[19:27:24:811289]	0
T:	[19:27:25:117334]	STATE?	R:	[19:27:25:117521]	0
T:	[19:27:25:426313]	STATE?	R:	[19:27:25:431869]	0
T:	[19:27:25:749348]	STATE?	R:	[19:27:25:770047]	0
T:	[19:27:26:061482]	STATE?	R:	[19:27:26:066707]	0
T:	[19:27:26:367625]	STATE?	R:	[19:27:26:372907]	0
T:	[19:27:26:673637]	STATE?	R:	[19:27:26:673968]	0
T:	[19:27:26:989296]	STATE?	R:	[19:27:26:989433]	0
T:	[19:27:27:292794]	STATE?	R:	[19:27:27:298011]	0
T:	[19:27:27:594373]	STATE?	R:	[19:27:27:594511]	0
T:	[19:27:27:933406]	STATE?	R:	[19:27:27:938709]	0
T:	[19:27:28:241646]	STATE?	R:	[19:27:28:256957]	0
T:	[19:27:28:552902]	STATE?	R:	[19:27:28:553043]	0
T:	[19:27:28:854371]	STATE?	R:	[19:27:28:859607]	0
T:	[19:27:29:155257]	STATE?	R:	[19:27:29:170871]	0
T:	[19:27:29:464243]	STATE?	R:	[19:27:29:464383]	0
T:	[19:27:29:782651]	STATE?	R:	[19:27:29:788496]	0
T:	[19:27:30:095512]	STATE?	R:	[19:27:30:105794]	0
T:	[19:27:30:413627]	STATE?	R:	[19:27:30:434521]	0
T:	[19:27:30:714875]	STATE?	R:	[19:27:30:730340]	0
T:	[19:27:31:021875]	STATE?	R:	[19:27:31:022013]	0
T:	[19:27:31:324534]	STATE?	R:	[19:27:31:324676]	0
T:	[19:27:31:631799]	STATE?	R:	[19:27:31:631928]	0
T:	[19:27:31:941096]	STATE?	R:	[19:27:31:941241]	0
T:	[19:27:32:247089]	STATE?	R:	[19:27:32:247225]	0
T:	[19:27:32:552422]	STATE?	R:	[19:27:32:552555]	0
T:	[19:27:32:854785]	STATE?	R:	[19:27:32:860230]	0
T:	[19:27:33:157673]	STATE?	R:	[19:27:33:163031]	0
T:	[19:27:33:461266]	STATE?	R:	[19:27:33:461401]	0
T:	[19:27:33:765421]	STATE?	R:	[19:27:33:770808]	0
T:	[19:27:34:084400]	STATE?	R:	[19:27:34:084547]	0
T:	[19:27:34:394891]	STATE?	R:	[19:27:34:400256]	0
T:	[19:27:34:701425]	STATE?	R:	[19:27:34:706805]	0
T:	[19:27:35:005163]	STATE?	R:	[19:27:35:006194]	0
T:	[19:27:35:320914]	STATE?	R:	[19:27:35:346669]	0
T:	[19:27:35:627062]	STATE?	R:	[19:27:35:637340]	0
T:	[19:27:35:936084]	STATE?	R:	[19:27:35:936224]	0
T:	[19:27:36:242576]	STATE?	R:	[19:27:36:253340]	0
T:	[19:27:36:548828]	STATE?	R:	[19:27:36:549040]	0
T:	[19:27:36:850031]	STATE?	R:	[19:27:36:850227]	0
T:	[19:27:37:155389]	STATE?	R:	[19:27:37:206659]	0
T:	[19:27:37:458415]	STATE?	R:	[19:27:37:469108]	0
T:	[19:27:37:759462]	STATE?	R:	[19:27:37:770136]	0
T:	[19:27:38:067065]	STATE?	R:	[19:27:38:077348]	0
T:	[19:27:38:372878]	STATE?	R:	[19:27:38:378466]	0
T:	[19:27:38:684165]	STATE?	R:	[19:27:38:684347]	0
T:	[19:27:39:009113]	STATE?	R:	[19:27:39:009251]	0
T:	[19:27:39:314361]	STATE?	R:	[19:27:39:314594]	0
T:	[19:27:39:617602]	STATE?	R:	[19:27:39:638756]	0
T:	[19:27:39:923915]	STATE?	R:	[19:27:39:929184]	0
T:	[19:27:40:232618]	STATE?	R:	[19:27:40:232747]	0
T:	[19:27:40:539710]	STATE?	R:	[19:27:40:545087]	0
T:	[19:27:40:844125]	STATE?	R:	[19:27:40:844257]	0
T:	[19:27:41:150559]	STATE?	R:	[19:27:41:150694]	0
T:	[19:27:41:458440]	STATE?	R:	[19:27:41:458579]	0
T:	[19:27:41:765163]	STATE?	R:	[19:27:41:765315]	0
T:	[19:27:42:071815]	STATE?	R:	[19:27:42:087538]	0
T:	[19:27:42:393532]	STATE?	R:	[19:27:42:393668]	0
T:	[19:27:42:694654]	STATE?	R:	[19:27:42:694850]	0
T:	[19:27:43:009506]	STATE?	R:	[19:27:43:019715]	0
T:	[19:27:43:318161]	STATE?	R:	[19:27:43:323417]	0
T:	[19:27:43:624355]	STATE?	R:	[19:27:43:629588]	0
T:	[19:27:43:935714]	STATE?	R:	[19:27:43:935874]	0
T:	[19:27:44:241975]	STATE?	R:	[19:27:44:247353]	0
T:	[19:27:44:548439]	STATE?	R:	[19:27:44:564146]	0
T:	[19:27:44:895753]	STATE?	R:	[19:27:44:901000]	0
T:	[19:27:45:212149]	STATE?	R:	[19:27:45:212302]	0
T:	[19:27:45:518319]	STATE?	R:	[19:27:45:523724]	0
T:	[19:27:45:857099]	STATE?	R:	[19:27:45:857240]	0
T:	[19:27:46:163309]	STATE?	R:	[19:27:46:163461]	0
T:	[19:27:46:465740]	STATE?	R:	[19:27:46:476460]	0
T:	[19:27:46:775518]	STATE?	R:	[19:27:46:780996]	0
T:	[19:27:47:083636]	STATE?	R:	[19:27:47:083810]	0
T:	[19:27:47:386263]	STATE?	R:	[19:27:47:391499]	0
T:	[19:27:47:693631]	STATE?	R:	[19:27:47:693767]	0
T:	[19:27:48:010730]	STATE?	R:	[19:27:48:016941]	0
T:	[19:27:48:313530]	STATE?	R:	[19:27:48:318775]	0
T:	[19:27:48:624452]	STATE?	R:	[19:27:48:631316]	0
T:	[19:27:48:931148]	STATE?	R:	[19:27:48:936365]	0
T:	[19:27:49:248247]	STATE?	R:	[19:27:49:248431]	0
T:	[19:27:49:554457]	STATE?	R:	[19:27:49:559730]	0
T:	[19:27:49:881990]	STATE?	R:	[19:27:49:882129]	0
T:	[19:27:50:185252]	STATE?	R:	[19:27:50:190485]	0
T:	[19:27:50:496658]	STATE?	R:	[19:27:50:506865]	0
T:	[19:27:50:799280]	STATE?	R:	[19:27:50:799415]	0
T:	[19:27:51:102429]	STATE?	R:	[19:27:51:102562]	0
T:	[19:27:51:408521]	STATE?	R:	[19:27:51:413759]	0
T:	[19:27:51:714372]	STATE?	R:	[19:27:51:719593]	0
T:	[19:27:52:025532]	STATE?	R:	[19:27:52:025665]	0
T:	[19:27:52:334776]	STATE?	R:	[19:27:52:334916]	0
T:	[19:27:52:638570]	STATE?	R:	[19:27:52:649204]	0
T:	[19:27:52:953730]	STATE?	R:	[19:27:52:959137]	0
T:	[19:27:53:270308]	STATE?	R:	[19:27:53:296474]	0
T:	[19:27:53:576482]	STATE?	R:	[19:27:53:576630]	0
T:	[19:27:53:920663]	STATE?	R:	[19:27:53:920806]	0
T:	[19:27:54:235205]	STATE?	R:	[19:27:54:235354]	0
T:	[19:27:54:560228]	STATE?	R:	[19:27:54:560375]	0
T:	[19:27:54:866369]	STATE?	R:	[19:27:54:866664]	0
T:	[19:27:55:182878]	STATE?	R:	[19:27:55:188101]	0
T:	[19:27:55:488634]	STATE?	R:	[19:27:55:494044]	0
T:	[19:27:55:791237]	STATE?	R:	[19:27:55:797389]	0
T:	[19:27:56:095560]	STATE?	R:	[19:27:56:095706]	0
T:	[19:27:56:399032]	STATE?	R:	[19:27:56:399184]	0
T:	[19:27:56:700232]	STATE?	R:	[19:27:56:710626]	0
T:	[19:27:57:005990]	STATE?	R:	[19:27:57:013172]	0
T:	[19:27:57:312332]	STATE?	R:	[19:27:57:312562]	0
T:	[19:27:57:625144]	STATE?	R:	[19:27:57:630443]	0
T:	[19:27:57:927945]	STATE?	R:	[19:27:57:928103]	0
T:	[19:27:58:231622]	STATE?	R:	[19:27:58:241839]	0
T:	[19:27:58:536650]	STATE?	R:	[19:27:58:536795]	0
T:	[19:27:58:846300]	STATE?	R:	[19:27:58:856983]	0
T:	[19:27:59:152429]	STATE?	R:	[19:27:59:152575]	0
T:	[19:27:59:456971]	STATE?	R:	[19:27:59:484457]	0
T:	[19:27:59:764402]	STATE?	R:	[19:27:59:769851]	0
T:	[19:28:00:067209]	STATE?	R:	[19:28:00:067359]	0
T:	[19:28:00:374041]	STATE?	R:	[19:28:00:374191]	0
T:	[19:28:00:677911]	STATE?	R:	[19:28:00:678052]	0
T:	[19:28:00:996458]	STATE?	R:	[19:28:00:996605]	0
T:	[19:28:01:302389]	STATE?	R:	[19:28:01:307642]	0
T:	[19:28:01:618662]	STATE?	R:	[19:28:01:623931]	0
T:	[19:28:01:927543]	STATE?	R:	[19:28:01:927679]	0
T:	[19:28:02:252016]	STATE?	R:	[19:28:02:257256]	0
T:	[19:28:02:558035]	STATE?	R:	[19:28:02:563301]	0
T:	[19:28:02:868942]	STATE?	R:	[19:28:02:874157]	0
T:	[19:28:03:175543]	STATE?	R:	[19:28:03:175692]	0
T:	[19:28:03:487643]	STATE?	R:	[19:28:03:540439]	0
T:	[19:28:03:794290]	STATE?	R:	[19:28:03:794432]	0
T:	[19:28:04:118351]	STATE?	R:	[19:28:04:133676]	0
T:	[19:28:04:425879]	STATE?	R:	[19:28:04:441502]	0
T:	[19:28:04:737203]	STATE?	R:	[19:28:04:742448]	0
T:	[19:28:05:043177]	STATE?	R:	[19:28:05:043595]	0
T:	[19:28:05:349483]	STATE?	R:	[19:28:05:349652]	0
T:	[19:28:05:652680]	STATE?	R:	[19:28:05:657922]	0
T:	[19:28:05:962995]	STATE?	R:	[19:28:05:983709]	0
T:	[19:28:06:269876]	STATE?	R:	[19:28:06:275402]	0
T:	[19:28:06:581735]	STATE?	R:	[19:28:06:592611]	0
T:	[19:28:06:914692]	STATE?	R:	[19:28:06:920194]	0
T:	[19:28:07:219586]	STATE?	R:	[19:28:07:219725]	0
T:	[19:28:07:525843]	STATE?	R:	[19:28:07:546398]	0
T:	[19:28:07:837588]	STATE?	R:	[19:28:07:843034]	0
T:	[19:28:08:149070]	STATE?	R:	[19:28:08:149211]	0
T:	[19:28:08:451424]	STATE?	R:	[19:28:08:482344]	0
T:	[19:28:08:756914]	STATE?	R:	[19:28:08:767193]	0
T:	[19:28:09:058379]	STATE?	R:	[19:28:09:063603]	0
T:	[19:28:09:376327]	STATE?	R:	[19:28:09:398409]	0
T:	[19:28:09:687383]	STATE?	R:	[19:28:09:687516]	0
T:	[19:28:09:998700]	STATE?	R:	[19:28:09:998870]	0
T:	[19:28:10:300624]	STATE?	R:	[19:28:10:300948]	0
T:	[19:28:10:624804]	STATE?	R:	[19:28:10:624944]	0
T:	[19:28:10:933104]	STATE?	R:	[19:28:10:938562]	0
T:	[19:28:11:238274]	STATE?	R:	[19:28:11:243499]	0
T:	[19:28:11:542580]	STATE?	R:	[19:28:11:542714]	0
T:	[19:28:11:848780]	STATE?	R:	[19:28:11:849004]	0
T:	[19:28:12:180704]	STATE?	R:	[19:28:12:195613]	0
T:	[19:28:12:522971]	STATE?	R:	[19:28:12:528258]	0
T:	[19:28:12:854456]	STATE?	R:	[19:28:12:870151]	0
T:	[19:28:13:177162]	STATE?	R:	[19:28:13:177292]	0
T:	[19:28:13:491285]	STATE?	R:	[19:28:13:491416]	0
T:	[19:28:13:818009]	STATE?	R:	[19:28:13:818139]	0
T:	[19:28:14:120299]	STATE?	R:	[19:28:14:120432]	0
T:	[19:28:14:453370]	STATE?	R:	[19:28:14:453562]	0
T:	[19:28:14:763303]	STATE?	R:	[19:28:14:763434]	0
T:	[19:28:15:068497]	STATE?	R:	[19:28:15:073754]	0
T:	[19:28:15:371307]	STATE?	R:	[19:28:15:371523]	0
T:	[19:28:15:677456]	STATE?	R:	[19:28:15:688030]	0
T:	[19:28:15:982424]	STATE?	R:	[19:28:15:992962]	0
T:	[19:28:16:291601]	STATE?	R:	[19:28:16:329297]	0
T:	[19:28:16:594827]	STATE?	R:	[19:28:16:595852]	0
T:	[19:28:16:903467]	STATE?	R:	[19:28:16:913828]	0
T:	[19:28:17:218841]	STATE?	R:	[19:28:17:218978]	0
T:	[19:28:17:541879]	STATE?	R:	[19:28:17:552521]	0
T:	[19:28:17:844252]	STATE?	R:	[19:28:17:849502]	0
T:	[19:28:18:146557]	STATE?	R:	[19:28:18:146871]	0
T:	[19:28:18:455490]	STATE?	R:	[19:28:18:471108]	0
T:	[19:28:18:771056]	STATE?	R:	[19:28:18:771214]	0
T:	[19:28:19:077303]	STATE?	R:	[19:28:19:077699]	0
T:	[19:28:19:405566]	STATE?	R:	[19:28:19:410810]	0
T:	[19:28:19:716441]	STATE?	R:	[19:28:19:716597]	0
T:	[19:28:20:054704]	STATE?	R:	[19:28:20:060362]	0
T:	[19:28:20:359929]	STATE?	R:	[19:28:20:365139]	0
T:	[19:28:20:665095]	STATE?	R:	[19:28:20:665233]	0
T:	[19:28:20:972153]	STATE?	R:	[19:28:20:982792]	0
T:	[19:28:21:284123]	STATE?	R:	[19:28:21:330364]	0
T:	[19:28:21:589955]	STATE?	R:	[19:28:21:590144]	0
T:	[19:28:21:898063]	STATE?	R:	[19:28:21:913543]	0
T:	[19:28:22:201001]	STATE?	R:	[19:28:22:207049]	0
T:	[19:28:22:513125]	STATE?	R:	[19:28:22:518338]	0
T:	[19:28:22:819390]	STATE?	R:	[19:28:22:819520]	0
T:	[19:28:23:122285]	STATE?	R:	[19:28:23:132878]	0
T:	[19:28:23:429444]	STATE?	R:	[19:28:23:440045]	0
T:	[19:28:23:735678]	STATE?	R:	[19:28:23:740898]	0
T:	[19:28:24:039096]	STATE?	R:	[19:28:24:044324]	0
T:	[19:28:24:346156]	STATE?	R:	[19:28:24:346314]	0
T:	[19:28:24:670896]	STATE?	R:	[19:28:24:671052]	0
T:	[19:28:24:974604]	STATE?	R:	[19:28:24:979999]	0
T:	[19:28:25:277801]	STATE?	R:	[19:28:25:283043]	0
T:	[19:28:25:583112]	STATE?	R:	[19:28:25:588332]	0
T:	[19:28:25:905318]	STATE?	R:	[19:28:25:905458]	0
T:	[19:28:26:210902]	STATE?	R:	[19:28:26:216118]	0
T:	[19:28:26:516878]	STATE?	R:	[19:28:26:517018]	0
T:	[19:28:26:822873]	STATE?	R:	[19:28:26:838714]	0
T:	[19:28:27:131024]	STATE?	R:	[19:28:27:131156]	0
T:	[19:28:27:442333]	STATE?	R:	[19:28:27:442472]	0
T:	[19:28:27:748554]	STATE?	R:	[19:28:27:749158]	0
T:	[19:28:28:072824]	STATE?	R:	[19:28:28:072975]	0
T:	[19:28:28:392960]	STATE?	R:	[19:28:28:393126]	0
T:	[19:28:28:694687]	STATE?	R:	[19:28:28:700196]	0
T:	[19:28:28:995581]	STATE?	R:	[19:28:28:995716]	0
T:	[19:28:29:299334]	STATE?	R:	[19:28:29:299462]	0
T:	[19:28:29:606327]	STATE?	R:	[19:28:29:606460]	0
T:	[19:28:29:912029]	STATE?	R:	[19:28:29:912168]	0
T:	[19:28:30:222316]	STATE?	R:	[19:28:30:227535]	0
T:	[19:28:30:523794]	STATE?	R:	[19:28:30:534325]	0
T:	[19:28:30:827217]	STATE?	R:	[19:28:30:832885]	0
T:	[19:28:31:133168]	STATE?	R:	[19:28:31:138654]	0
T:	[19:28:31:434235]	STATE?	R:	[19:28:31:434371]	0
T:	[19:28:31:746287]	STATE?	R:	[19:28:31:746485]	0
T:	[19:28:32:048175]	STATE?	R:	[19:28:32:048320]	0
T:	[19:28:32:379419]	STATE?	R:	[19:28:32:395148]	0
T:	[19:28:32:685788]	STATE?	R:	[19:28:32:701067]	0
T:	[19:28:33:015846]	STATE?	R:	[19:28:33:015998]	0
T:	[19:28:33:334047]	STATE?	R:	[19:28:33:334200]	0
T:	[19:28:33:638658]	STATE?	R:	[19:28:33:653999]	0
T:	[19:28:33:964836]	STATE?	R:	[19:28:33:970315]	0
T:	[19:28:34:279410]	STATE?	R:	[19:28:34:294833]	0
T:	[19:28:34:595696]	STATE?	R:	[19:28:34:612154]	0
T:	[19:28:34:902817]	STATE?	R:	[19:28:34:918575]	0
T:	[19:28:35:204973]	STATE?	R:	[19:28:35:220543]	0
T:	[19:28:35:506089]	STATE?	R:	[19:28:35:511392]	0
T:	[19:28:35:808094]	STATE?	R:	[19:28:35:818905]	0
T:	[19:28:36:124169]	STATE?	R:	[19:28:36:129390]	0
T:	[19:28:36:428892]	STATE?	R:	[19:28:36:439250]	0
T:	[19:28:36:734748]	STATE?	R:	[19:28:36:734877]	0
T:	[19:28:37:038252]	STATE?	R:	[19:28:37:038452]	0
T:	[19:28:37:354307]	STATE?	R:	[19:28:37:354497]	0
T:	[19:28:37:675634]	STATE?	R:	[19:28:37:675761]	0
T:	[19:28:37:979102]	STATE?	R:	[19:28:37:979241]	0
T:	[19:28:38:288141]	STATE?	R:	[19:28:38:303993]	0
T:	[19:28:38:596975]	STATE?	R:	[19:28:38:597116]	0
T:	[19:28:38:898003]	STATE?	R:	[19:28:38:898139]	0
T:	[19:28:39:228819]	STATE?	R:	[19:28:39:238947]	0
T:	[19:28:39:540084]	STATE?	R:	[19:28:39:540449]	0
T:	[19:28:39:851835]	STATE?	R:	[19:28:39:851976]	0
T:	[19:28:40:156391]	STATE?	R:	[19:28:40:156568]	0
T:	[19:28:40:462386]	STATE?	R:	[19:28:40:467714]	0
T:	[19:28:40:777664]	STATE?	R:	[19:28:40:777808]	0
T:	[19:28:41:080723]	STATE?	R:	[19:28:41:080851]	0
T:	[19:28:41:399999]	STATE?	R:	[19:28:41:400138]	0
T:	[19:28:41:711817]	STATE?	R:	[19:28:41:717138]	0
T:	[19:28:42:025331]	STATE?	R:	[19:28:42:030575]	0
T:	[19:28:42:326479]	STATE?	R:	[19:28:42:326621]	0
T:	[19:28:42:643216]	STATE?	R:	[19:28:42:658534]	0
T:	[19:28:42:957629]	STATE?	R:	[19:28:42:972897]	0
T:	[19:28:43:262664]	STATE?	R:	[19:28:43:273115]	0
T:	[19:28:43:565507]	STATE?	R:	[19:28:43:570721]	0
T:	[19:28:43:868664]	STATE?	R:	[19:28:43:878832]	0
T:	[19:28:44:180680]	STATE?	R:	[19:28:44:185909]	0
T:	[19:28:44:486216]	STATE?	R:	[19:28:44:491469]	0
T:	[19:28:44:803852]	STATE?	R:	[19:28:44:816181]	0
T:	[19:28:45:110985]	STATE?	R:	[19:28:45:111111]	0
T:	[19:28:45:413905]	STATE?	R:	[19:28:45:419119]	0
T:	[19:28:45:715719]	STATE?	R:	[19:28:45:721124]	0
T:	[19:28:46:023450]	STATE?	R:	[19:28:46:023596]	0
T:	[19:28:46:326540]	STATE?	R:	[19:28:46:331767]	0
T:	[19:28:46:629657]	STATE?	R:	[19:28:46:634878]	0
T:	[19:28:46:931406]	STATE?	R:	[19:28:46:936637]	0
T:	[19:28:47:235297]	STATE?	R:	[19:28:47:240515]	0
T:	[19:28:47:540970]	STATE?	R:	[19:28:47:556593]	0
T:	[19:28:47:847459]	STATE?	R:	[19:28:47:857938]	0
T:	[19:28:48:163538]	STATE?	R:	[19:28:48:174187]	0
T:	[19:28:48:468701]	STATE?	R:	[19:28:48:489112]	0
T:	[19:28:48:772626]	STATE?	R:	[19:28:48:777857]	0
T:	[19:28:49:086693]	STATE?	R:	[19:28:49:086841]	0
T:	[19:28:49:390328]	STATE?	R:	[19:28:49:395554]	0
T:	[19:28:49:696395]	STATE?	R:	[19:28:49:701625]	0
T:	[19:28:50:005218]	STATE?	R:	[19:28:50:005360]	0
T:	[19:28:50:308771]	STATE?	R:	[19:28:50:334857]	0
T:	[19:28:50:627124]	STATE?	R:	[19:28:50:627271]	0
T:	[19:28:50:962199]	STATE?	R:	[19:28:50:967409]	0
T:	[19:28:51:298532]	STATE?	R:	[19:28:51:308943]	0
T:	[19:28:51:604338]	STATE?	R:	[19:28:51:610509]	0
T:	[19:28:51:914696]	STATE?	R:	[19:28:51:924933]	0
T:	[19:28:52:219962]	STATE?	R:	[19:28:52:220102]	0
T:	[19:28:52:534344]	STATE?	R:	[19:28:52:534481]	0
T:	[19:28:52:850627]	STATE?	R:	[19:28:52:850770]	0
T:	[19:28:53:157249]	STATE?	R:	[19:28:53:157384]	0
T:	[19:28:53:463347]	STATE?	R:	[19:28:53:468583]	0
T:	[19:28:53:769524]	STATE?	R:	[19:28:53:770985]	0
T:	[19:28:54:074015]	STATE?	R:	[19:28:54:079232]	0
T:	[19:28:54:379929]	STATE?	R:	[19:28:54:421067]	0
T:	[19:28:54:691384]	STATE?	R:	[19:28:54:696735]	0
T:	[19:28:54:995881]	STATE?	R:	[19:28:54:996038]	0
T:	[19:28:55:303081]	STATE?	R:	[19:28:55:303253]	0
T:	[19:28:55:610826]	STATE?	R:	[19:28:55:611037]	0
T:	[19:28:55:921684]	STATE?	R:	[19:28:55:921847]	0
T:	[19:28:56:225594]	STATE?	R:	[19:28:56:230821]	0
T:	[19:28:56:536930]	STATE?	R:	[19:28:56:537064]	0
T:	[19:28:56:853916]	STATE?	R:	[19:28:56:854068]	0
T:	[19:28:57:165170]	STATE?	R:	[19:28:57:175564]	0
T:	[19:28:57:470085]	STATE?	R:	[19:28:57:470221]	0
T:	[19:28:57:790916]	STATE?	R:	[19:28:57:791055]	0
T:	[19:28:58:102399]	STATE?	R:	[19:28:58:107639]	0
T:	[19:28:58:408502]	STATE?	R:	[19:28:58:408653]	0
T:	[19:28:58:714654]	STATE?	R:	[19:28:58:720033]	0
T:	[19:28:59:016046]	STATE?	R:	[19:28:59:016184]	0
T:	[19:28:59:324481]	STATE?	R:	[19:28:59:324836]	0
T:	[19:28:59:627779]	STATE?	R:	[19:28:59:627970]	0
T:	[19:28:59:933900]	STATE?	R:	[19:28:59:934035]	0
T:	[19:29:00:236573]	STATE?	R:	[19:29:00:252398]	0
T:	[19:29:00:542456]	STATE?	R:	[19:29:00:573385]	0
T:	[19:29:00:844772]	STATE?	R:	[19:29:00:850040]	0
T:	[19:29:01:170617]	STATE?	R:	[19:29:01:176111]	0
T:	[19:29:01:474760]	STATE?	R:	[19:29:01:480208]	0
T:	[19:29:01:784232]	STATE?	R:	[19:29:01:784375]	0
T:	[19:29:02:088867]	STATE?	R:	[19:29:02:089253]	0
T:	[19:29:02:396029]	STATE?	R:	[19:29:02:396171]	0
T:	[19:29:02:698483]	STATE?	R:	[19:29:02:698616]	0
T:	[19:29:03:002043]	STATE?	R:	[19:29:03:013389]	0
T:	[19:29:03:309551]	STATE?	R:	[19:29:03:309791]	0
T:	[19:29:03:613977]	STATE?	R:	[19:29:03:619228]	0
T:	[19:29:03:920346]	STATE?	R:	[19:29:03:920527]	0
T:	[19:29:04:231358]	STATE?	R:	[19:29:04:231494]	0
T:	[19:29:04:533761]	STATE?	R:	[19:29:04:533902]	0
T:	[19:29:04:844022]	STATE?	R:	[19:29:04:844154]	0
T:	[19:29:05:147753]	STATE?	R:	[19:29:05:153166]	0
T:	[19:29:05:449175]	STATE?	R:	[19:29:05:454390]	0
T:	[19:29:05:772708]	STATE?	R:	[19:29:05:772865]	0
T:	[19:29:06:074805]	STATE?	R:	[19:29:06:085383]	0
T:	[19:29:06:385333]	STATE?	R:	[19:29:06:390929]	0
T:	[19:29:06:688608]	STATE?	R:	[19:29:06:704029]	0
T:	[19:29:06:995828]	STATE?	R:	[19:29:07:001055]	0
T:	[19:29:07:309843]	STATE?	R:	[19:29:07:340693]	0
T:	[19:29:07:613858]	STATE?	R:	[19:29:07:613991]	0
T:	[19:29:07:915195]	STATE?	R:	[19:29:07:915321]	0
T:	[19:29:08:216917]	STATE?	R:	[19:29:08:217046]	0
T:	[19:29:08:531466]	STATE?	R:	[19:29:08:536856]	0
T:	[19:29:08:840862]	STATE?	R:	[19:29:08:841180]	0
T:	[19:29:09:146990]	STATE?	R:	[19:29:09:147120]	0
T:	[19:29:09:449020]	STATE?	R:	[19:29:09:464662]	0
T:	[19:29:09:750714]	STATE?	R:	[19:29:09:751051]	0
T:	[19:29:10:080863]	STATE?	R:	[19:29:10:081003]	0
T:	[19:29:10:382816]	STATE?	R:	[19:29:10:382951]	0
T:	[19:29:10:693798]	STATE?	R:	[19:29:10:693922]	0
T:	[19:29:11:015834]	STATE?	R:	[19:29:11:015964]	0
T:	[19:29:11:318071]	STATE?	R:	[19:29:11:323303]	0
T:	[19:29:11:645464]	STATE?	R:	[19:29:11:645599]	0
T:	[19:29:11:950926]	STATE?	R:	[19:29:11:961289]	0
T:	[19:29:12:267248]	STATE?	R:	[19:29:12:267398]	0
T:	[19:29:12:598698]	STATE?	R:	[19:29:12:598839]	0
T:	[19:29:12:904856]	STATE?	R:	[19:29:12:904987]	0
T:	[19:29:13:213187]	STATE?	R:	[19:29:13:213320]	0
T:	[19:29:13:515149]	STATE?	R:	[19:29:13:515289]	0
T:	[19:29:13:822150]	STATE?	R:	[19:29:13:838021]	0
T:	[19:29:14:127528]	STATE?	R:	[19:29:14:127850]	0
T:	[19:29:14:435943]	STATE?	R:	[19:29:14:436087]	0
T:	[19:29:14:740767]	STATE?	R:	[19:29:14:740904]	0
T:	[19:29:15:052079]	STATE?	R:	[19:29:15:052212]	0
T:	[19:29:15:360854]	STATE?	R:	[19:29:15:360991]	0
T:	[19:29:15:662588]	STATE?	R:	[19:29:15:667809]	0
T:	[19:29:15:972637]	STATE?	R:	[19:29:15:993057]	0
T:	[19:29:16:288774]	STATE?	R:	[19:29:16:288903]	0
T:	[19:29:16:624259]	STATE?	R:	[19:29:16:660326]	0
T:	[19:29:16:952716]	STATE?	R:	[19:29:16:963107]	0
T:	[19:29:17:260036]	STATE?	R:	[19:29:17:265256]	0
T:	[19:29:17:571520]	STATE?	R:	[19:29:17:576732]	0
T:	[19:29:17:894626]	STATE?	R:	[19:29:17:894776]	0
T:	[19:29:18:201555]	STATE?	R:	[19:29:18:221995]	0
T:	[19:29:18:505793]	STATE?	R:	[19:29:18:536802]	0
T:	[19:29:18:807605]	STATE?	R:	[19:29:18:812821]	0
T:	[19:29:19:110859]	STATE?	R:	[19:29:19:121177]	0
T:	[19:29:19:413251]	STATE?	R:	[19:29:19:418468]	0
T:	[19:29:19:726104]	STATE?	R:	[19:29:19:746533]	0
T:	[19:29:20:041962]	STATE?	R:	[19:29:20:062873]	0
T:	[19:29:20:363715]	STATE?	R:	[19:29:20:368932]	0
T:	[19:29:20:698809]	STATE?	R:	[19:29:20:698951]	0
T:	[19:29:21:002359]	STATE?	R:	[19:29:21:007585]	0
T:	[19:29:21:305789]	STATE?	R:	[19:29:21:305925]	0
T:	[19:29:21:612278]	STATE?	R:	[19:29:21:612473]	0
T:	[19:29:21:930972]	STATE?	R:	[19:29:21:931116]	0
T:	[19:29:22:237855]	STATE?	R:	[19:29:22:238013]	0
T:	[19:29:22:541346]	STATE?	R:	[19:29:22:546820]	0
T:	[19:29:22:847342]	STATE?	R:	[19:29:22:847488]	0
T:	[19:29:23:152824]	STATE?	R:	[19:29:23:158051]	0
T:	[19:29:23:475424]	STATE?	R:	[19:29:23:475578]	0
T:	[19:29:23:795031]	STATE?	R:	[19:29:23:795184]	0
T:	[19:29:24:100888]	STATE?	R:	[19:29:24:101179]	0
T:	[19:29:24:408324]	STATE?	R:	[19:29:24:408822]	0
T:	[19:29:24:727027]	STATE?	R:	[19:29:24:773057]	0
T:	[19:29:25:039798]	STATE?	R:	[19:29:25:050335]	0
T:	[19:29:25:343881]	STATE?	R:	[19:29:25:344020]	0
T:	[19:29:25:654115]	STATE?	R:	[19:29:25:659588]	0
T:	[19:29:25:959223]	STATE?	R:	[19:29:25:964757]	0
T:	[19:29:26:279561]	STATE?	R:	[19:29:26:310824]	0
