T:	[18:55:54:372829]	*IDN?	R:	[18:55:54:513989]	ROBOT_PREMO, V1.0
T:	[19:16:06:556393]	MoveFromLCRToNoGood	R:	[19:16:06:862054]	ACK
T:	[19:16:07:170026]	STATE?	R:	[19:16:07:175256]	6
T:	[19:16:07:474384]	STATE?	R:	[19:16:07:474602]	6
T:	[19:16:07:776324]	STATE?	R:	[19:16:07:776477]	6
T:	[19:16:08:078541]	STATE?	R:	[19:16:08:084017]	6
T:	[19:16:08:381493]	STATE?	R:	[19:16:08:391828]	6
T:	[19:16:08:687691]	STATE?	R:	[19:16:08:687839]	6
T:	[19:16:08:991384]	STATE?	R:	[19:16:08:991529]	6
T:	[19:16:09:297534]	STATE?	R:	[19:16:09:303002]	6
T:	[19:16:09:601387]	STATE?	R:	[19:16:09:601770]	6
T:	[19:16:09:905770]	STATE?	R:	[19:16:09:911335]	6
T:	[19:16:10:210458]	STATE?	R:	[19:16:10:210665]	6
T:	[19:16:10:516865]	STATE?	R:	[19:16:10:517046]	6
T:	[19:16:10:821130]	STATE?	R:	[19:16:10:821543]	6
T:	[19:16:11:125791]	STATE?	R:	[19:16:11:125955]	6
T:	[19:16:11:430336]	STATE?	R:	[19:16:11:430492]	6
T:	[19:16:11:736039]	STATE?	R:	[19:16:11:736469]	6
T:	[19:16:12:039783]	STATE?	R:	[19:16:12:039930]	6
T:	[19:16:12:344717]	STATE?	R:	[19:16:12:344862]	6
T:	[19:16:12:650837]	STATE?	R:	[19:16:12:651052]	6
T:	[19:16:12:952899]	STATE?	R:	[19:16:12:953043]	6
T:	[19:16:13:262448]	STATE?	R:	[19:16:13:267829]	6
T:	[19:16:13:563891]	STATE?	R:	[19:16:13:569129]	6
T:	[19:16:13:869860]	STATE?	R:	[19:16:13:880233]	6
T:	[19:16:14:171005]	STATE?	R:	[19:16:14:171145]	6
T:	[19:16:14:486176]	STATE?	R:	[19:16:14:512109]	6
T:	[19:16:14:796437]	STATE?	R:	[19:16:14:807740]	6
T:	[19:16:15:101467]	STATE?	R:	[19:16:15:106709]	6
T:	[19:16:15:405644]	STATE?	R:	[19:16:15:405817]	38
T:	[19:16:15:751413]	STATE?	R:	[19:16:15:756720]	34
T:	[19:16:16:055751]	STATE?	R:	[19:16:16:055891]	34
T:	[19:16:16:360010]	STATE?	R:	[19:16:16:360169]	34
T:	[19:16:16:666185]	STATE?	R:	[19:16:16:671472]	34
T:	[19:16:16:972847]	STATE?	R:	[19:16:16:973283]	34
T:	[19:16:17:274469]	STATE?	R:	[19:16:17:280004]	34
T:	[19:16:17:580013]	STATE?	R:	[19:16:17:595251]	34
T:	[19:16:17:884073]	STATE?	R:	[19:16:17:889307]	34
T:	[19:16:18:188558]	STATE?	R:	[19:16:18:194992]	34
T:	[19:16:18:508588]	STATE?	R:	[19:16:18:513910]	34
T:	[19:16:18:816521]	STATE?	R:	[19:16:18:816909]	34
T:	[19:16:18:822202]	MoveFromHiPotToLCR	R:	[19:16:18:844709]	ACK
T:	[19:16:19:158806]	STATE?	R:	[19:16:19:164053]	34
T:	[19:16:19:464684]	STATE?	R:	[19:16:19:464997]	34
T:	[19:16:19:769197]	STATE?	R:	[19:16:19:769391]	34
T:	[19:16:20:074299]	STATE?	R:	[19:16:20:074444]	34
T:	[19:16:20:380843]	STATE?	R:	[19:16:20:381036]	34
T:	[19:16:20:697394]	STATE?	R:	[19:16:20:697597]	34
T:	[19:16:21:003120]	STATE?	R:	[19:16:21:013372]	34
T:	[19:16:21:308834]	STATE?	R:	[19:16:21:319128]	34
T:	[19:16:21:611612]	STATE?	R:	[19:16:21:621812]	34
T:	[19:16:21:916792]	STATE?	R:	[19:16:21:922168]	34
T:	[19:16:22:220674]	STATE?	R:	[19:16:22:231251]	34
T:	[19:16:22:522946]	STATE?	R:	[19:16:22:533243]	34
T:	[19:16:22:844641]	STATE?	R:	[19:16:22:850048]	34
T:	[19:16:23:156541]	STATE?	R:	[19:16:23:156684]	34
T:	[19:16:23:459333]	STATE?	R:	[19:16:23:464643]	34
T:	[19:16:23:776211]	STATE?	R:	[19:16:23:781941]	34
T:	[19:16:24:079872]	STATE?	R:	[19:16:24:085092]	34
T:	[19:16:24:383076]	STATE?	R:	[19:16:24:383212]	34
T:	[19:16:24:686577]	STATE?	R:	[19:16:24:686910]	34
T:	[19:16:24:997079]	STATE?	R:	[19:16:24:997243]	34
T:	[19:16:25:300380]	STATE?	R:	[19:16:25:305598]	34
T:	[19:16:25:603300]	STATE?	R:	[19:16:25:608529]	34
T:	[19:16:25:914693]	STATE?	R:	[19:16:25:920027]	34
T:	[19:16:26:224815]	STATE?	R:	[19:16:26:235222]	34
T:	[19:16:26:527607]	STATE?	R:	[19:16:26:527929]	34
T:	[19:16:26:833875]	STATE?	R:	[19:16:26:844157]	34
T:	[19:16:27:140075]	STATE?	R:	[19:16:27:140300]	34
T:	[19:16:27:444871]	STATE?	R:	[19:16:27:445143]	34
T:	[19:16:27:756679]	STATE?	R:	[19:16:27:772541]	34
T:	[19:16:28:067462]	STATE?	R:	[19:16:28:077816]	34
T:	[19:16:28:375780]	STATE?	R:	[19:16:28:376139]	34
T:	[19:16:28:684852]	STATE?	R:	[19:16:28:690226]	34
T:	[19:16:28:986424]	STATE?	R:	[19:16:29:004095]	34
T:	[19:16:29:290530]	STATE?	R:	[19:16:29:290758]	34
T:	[19:16:29:598633]	STATE?	R:	[19:16:29:603873]	34
T:	[19:16:29:916399]	STATE?	R:	[19:16:29:931917]	36
T:	[19:16:30:247899]	STATE?	R:	[19:16:30:248052]	36
T:	[19:16:30:565464]	STATE?	R:	[19:16:30:570689]	36
T:	[19:16:30:873640]	STATE?	R:	[19:16:30:878877]	36
T:	[19:16:31:179064]	STATE?	R:	[19:16:31:179224]	36
T:	[19:16:31:490189]	STATE?	R:	[19:16:31:490334]	36
T:	[19:16:31:799904]	STATE?	R:	[19:16:31:800040]	36
T:	[19:16:32:110340]	STATE?	R:	[19:16:32:120948]	36
T:	[19:16:32:415103]	STATE?	R:	[19:16:32:420604]	36
T:	[19:16:32:719938]	STATE?	R:	[19:16:32:720080]	36
T:	[19:16:33:025204]	STATE?	R:	[19:16:33:025431]	36
T:	[19:16:33:336791]	STATE?	R:	[19:16:33:342024]	36
T:	[19:16:33:642144]	STATE?	R:	[19:16:33:647843]	36
T:	[19:16:33:658253]	MoveFromLCRToPowTow	R:	[19:16:33:809447]	ACK
T:	[19:16:34:106570]	STATE?	R:	[19:16:34:106735]	36
T:	[19:16:34:407864]	STATE?	R:	[19:16:34:408255]	36
T:	[19:16:34:712384]	STATE?	R:	[19:16:34:712649]	36
T:	[19:16:35:016970]	STATE?	R:	[19:16:35:017134]	36
T:	[19:16:35:318779]	STATE?	R:	[19:16:35:319041]	36
T:	[19:16:35:621845]	STATE?	R:	[19:16:35:627338]	36
T:	[19:16:35:924116]	STATE?	R:	[19:16:35:929528]	36
T:	[19:16:36:230359]	STATE?	R:	[19:16:36:235860]	36
T:	[19:16:36:534360]	STATE?	R:	[19:16:36:534584]	36
T:	[19:16:36:839457]	STATE?	R:	[19:16:36:839761]	36
T:	[19:16:37:141551]	STATE?	R:	[19:16:37:151848]	36
T:	[19:16:37:443810]	STATE?	R:	[19:16:37:449070]	36
T:	[19:16:37:753328]	STATE?	R:	[19:16:37:753520]	36
T:	[19:16:38:059802]	STATE?	R:	[19:16:38:070173]	36
T:	[19:16:38:365230]	STATE?	R:	[19:16:38:365442]	36
T:	[19:16:38:669336]	STATE?	R:	[19:16:38:669545]	36
T:	[19:16:38:973570]	STATE?	R:	[19:16:38:978901]	36
T:	[19:16:39:277206]	STATE?	R:	[19:16:39:282525]	36
T:	[19:16:39:585775]	STATE?	R:	[19:16:39:585949]	36
T:	[19:16:39:889046]	STATE?	R:	[19:16:39:894439]	36
T:	[19:16:40:193768]	STATE?	R:	[19:16:40:194997]	36
T:	[19:16:40:499991]	STATE?	R:	[19:16:40:510299]	4
T:	[19:16:40:805856]	STATE?	R:	[19:16:40:806011]	4
T:	[19:16:41:111081]	STATE?	R:	[19:16:41:111266]	4
T:	[19:16:41:412672]	STATE?	R:	[19:16:41:412965]	4
T:	[19:16:41:716151]	STATE?	R:	[19:16:41:726480]	4
T:	[19:16:42:021618]	STATE?	R:	[19:16:42:032362]	4
T:	[19:16:42:328018]	STATE?	R:	[19:16:42:338396]	4
T:	[19:16:42:630251]	STATE?	R:	[19:16:42:640649]	4
T:	[19:16:42:940701]	STATE?	R:	[19:16:42:945979]	4
T:	[19:16:43:250105]	STATE?	R:	[19:16:43:250336]	4
T:	[19:16:43:552220]	STATE?	R:	[19:16:43:562642]	8
T:	[19:16:49:846691]	STATE?	R:	[19:16:49:851960]	9
T:	[19:16:49:852161]	STATE?	R:	[19:16:49:857483]	9
T:	[19:16:49:862682]	STATE?	R:	[19:16:49:872932]	9
T:	[19:16:50:168841]	STATE?	R:	[19:16:50:174194]	9
T:	[19:16:50:499254]	STATE?	R:	[19:16:50:514507]	9
T:	[19:16:50:555884]	DUT_SERIAL_NB?	R:	[19:16:50:930439]	22\07\0912365

T:	[19:16:51:229907]	STATE?	R:	[19:16:51:230325]	9
T:	[19:16:51:245887]	MoveFromInpToHiPot	R:	[19:16:51:296290]	ACK
T:	[19:16:51:598168]	STATE?	R:	[19:16:51:598327]	9
T:	[19:16:51:908844]	STATE?	R:	[19:16:51:909318]	9
T:	[19:16:52:211650]	STATE?	R:	[19:16:52:217035]	9
T:	[19:16:52:514863]	STATE?	R:	[19:16:52:520142]	9
T:	[19:16:52:820849]	STATE?	R:	[19:16:52:826099]	9
T:	[19:16:53:126377]	STATE?	R:	[19:16:53:126544]	9
T:	[19:16:53:428649]	STATE?	R:	[19:16:53:428817]	9
T:	[19:16:53:732062]	STATE?	R:	[19:16:53:732333]	9
T:	[19:16:54:037460]	STATE?	R:	[19:16:54:038308]	9
T:	[19:16:54:342390]	STATE?	R:	[19:16:54:342555]	9
T:	[19:16:54:649119]	STATE?	R:	[19:16:54:649349]	9
T:	[19:16:54:955055]	STATE?	R:	[19:16:54:955218]	9
T:	[19:16:55:259084]	STATE?	R:	[19:16:55:259312]	9
T:	[19:16:55:570489]	STATE?	R:	[19:16:55:575845]	8
T:	[19:16:55:876151]	STATE?	R:	[19:16:55:881407]	8
T:	[19:16:56:180283]	STATE?	R:	[19:16:56:201282]	8
T:	[19:16:56:481932]	STATE?	R:	[19:16:56:482095]	8
T:	[19:16:56:788383]	STATE?	R:	[19:16:56:793744]	8
T:	[19:16:57:094625]	STATE?	R:	[19:16:57:094788]	8
T:	[19:16:57:403280]	STATE?	R:	[19:16:57:408533]	8
T:	[19:16:57:709398]	STATE?	R:	[19:16:57:714648]	8
T:	[19:16:58:021024]	STATE?	R:	[19:16:58:021178]	8
T:	[19:16:58:322457]	STATE?	R:	[19:16:58:322607]	8
T:	[19:16:58:628969]	STATE?	R:	[19:16:58:634327]	8
T:	[19:16:58:935052]	STATE?	R:	[19:16:58:940319]	8
T:	[19:16:59:237915]	STATE?	R:	[19:16:59:248271]	8
T:	[19:16:59:544658]	STATE?	R:	[19:16:59:545053]	8
T:	[19:16:59:847746]	STATE?	R:	[19:16:59:847952]	8
T:	[19:17:00:156290]	STATE?	R:	[19:17:00:156559]	8
T:	[19:17:00:467893]	STATE?	R:	[19:17:00:473136]	8
T:	[19:17:00:777807]	STATE?	R:	[19:17:00:793558]	8
T:	[19:17:01:080009]	STATE?	R:	[19:17:01:085304]	8
T:	[19:17:01:381604]	STATE?	R:	[19:17:01:381841]	10
T:	[19:17:01:691115]	STATE?	R:	[19:17:01:691324]	10
T:	[19:17:01:995877]	STATE?	R:	[19:17:02:001128]	10
T:	[19:17:02:301244]	STATE?	R:	[19:17:02:301414]	10
T:	[19:17:02:608798]	STATE?	R:	[19:17:02:608948]	10
T:	[19:17:02:913370]	STATE?	R:	[19:17:02:918614]	10
T:	[19:17:03:234149]	STATE?	R:	[19:17:03:234314]	10
T:	[19:17:03:540383]	STATE?	R:	[19:17:03:545701]	10
T:	[19:17:03:846225]	STATE?	R:	[19:17:03:851543]	10
T:	[19:17:04:155608]	STATE?	R:	[19:17:04:155758]	10
T:	[19:17:04:475599]	STATE?	R:	[19:17:04:475751]	10
T:	[19:17:04:781748]	STATE?	R:	[19:17:04:792431]	10
T:	[19:17:05:091596]	STATE?	R:	[19:17:05:106844]	10
T:	[19:17:05:396440]	STATE?	R:	[19:17:05:402004]	10
T:	[19:17:05:708813]	STATE?	R:	[19:17:05:708959]	10
T:	[19:17:06:014606]	STATE?	R:	[19:17:06:014761]	10
T:	[19:17:06:316375]	STATE?	R:	[19:17:06:316514]	10
T:	[19:17:06:626933]	STATE?	R:	[19:17:06:627087]	10
T:	[19:17:06:929587]	STATE?	R:	[19:17:06:929736]	10
T:	[19:17:07:231100]	STATE?	R:	[19:17:07:231244]	11
T:	[19:17:07:533106]	STATE?	R:	[19:17:07:538409]	11
T:	[19:17:07:839030]	STATE?	R:	[19:17:07:844660]	11
T:	[19:17:08:141936]	STATE?	R:	[19:17:08:142072]	11
T:	[19:17:08:446472]	STATE?	R:	[19:17:08:446618]	11
T:	[19:17:08:752954]	STATE?	R:	[19:17:08:763300]	11
T:	[19:17:09:081274]	STATE?	R:	[19:17:09:081431]	11
T:	[19:17:09:386454]	STATE?	R:	[19:17:09:386587]	11
T:	[19:17:09:692136]	STATE?	R:	[19:17:09:718048]	11
T:	[19:17:09:999680]	STATE?	R:	[19:17:09:999824]	11
T:	[19:17:10:341501]	STATE?	R:	[19:17:10:351886]	11
T:	[19:17:10:655675]	STATE?	R:	[19:17:10:656002]	11
T:	[19:17:10:959546]	STATE?	R:	[19:17:10:959688]	11
T:	[19:17:11:265680]	STATE?	R:	[19:17:11:276194]	11
T:	[19:17:11:594086]	STATE?	R:	[19:17:11:636935]	11
T:	[19:17:11:905304]	STATE?	R:	[19:17:11:920515]	11
T:	[19:17:12:211460]	STATE?	R:	[19:17:12:211610]	11
T:	[19:17:12:516985]	STATE?	R:	[19:17:12:532499]	11
T:	[19:17:12:829250]	STATE?	R:	[19:17:12:834703]	11
T:	[19:17:13:133139]	STATE?	R:	[19:17:13:143418]	11
T:	[19:17:13:436864]	STATE?	R:	[19:17:13:447274]	11
T:	[19:17:13:758312]	STATE?	R:	[19:17:13:773671]	11
T:	[19:17:14:069838]	STATE?	R:	[19:17:14:070048]	11
T:	[19:17:14:375961]	STATE?	R:	[19:17:14:376103]	11
T:	[19:17:14:683144]	STATE?	R:	[19:17:14:688364]	11
T:	[19:17:15:007928]	STATE?	R:	[19:17:15:008075]	11
T:	[19:17:15:332278]	STATE?	R:	[19:17:15:337747]	11
T:	[19:17:15:638396]	STATE?	R:	[19:17:15:638620]	11
T:	[19:17:15:969449]	STATE?	R:	[19:17:15:969595]	11
T:	[19:17:16:275305]	STATE?	R:	[19:17:16:275657]	11
T:	[19:17:16:598731]	STATE?	R:	[19:17:16:609258]	11
T:	[19:17:16:901129]	STATE?	R:	[19:17:16:901262]	11
T:	[19:17:17:206921]	STATE?	R:	[19:17:17:212212]	11
T:	[19:17:17:516524]	STATE?	R:	[19:17:17:522077]	11
T:	[19:17:17:836251]	STATE?	R:	[19:17:17:841701]	11
T:	[19:17:18:141432]	STATE?	R:	[19:17:18:146648]	11
T:	[19:17:18:447420]	STATE?	R:	[19:17:18:468218]	11
T:	[19:17:18:752922]	STATE?	R:	[19:17:18:753284]	11
T:	[19:17:19:055736]	STATE?	R:	[19:17:19:056035]	11
T:	[19:17:19:358218]	STATE?	R:	[19:17:19:358360]	11
T:	[19:17:19:668656]	STATE?	R:	[19:17:19:679151]	11
T:	[19:17:19:973845]	STATE?	R:	[19:17:19:979310]	11
T:	[19:17:20:280530]	STATE?	R:	[19:17:20:290685]	11
T:	[19:17:20:587480]	STATE?	R:	[19:17:20:587612]	11
T:	[19:17:20:904115]	STATE?	R:	[19:17:20:904254]	11
T:	[19:17:21:211152]	STATE?	R:	[19:17:21:216363]	11
T:	[19:17:21:512329]	STATE?	R:	[19:17:21:522694]	11
T:	[19:17:21:822907]	STATE?	R:	[19:17:21:823038]	11
T:	[19:17:22:125123]	STATE?	R:	[19:17:22:140529]	11
T:	[19:17:22:431082]	STATE?	R:	[19:17:22:436364]	11
T:	[19:17:22:739301]	STATE?	R:	[19:17:22:744711]	11
T:	[19:17:23:049510]	STATE?	R:	[19:17:23:054719]	11
T:	[19:17:23:350741]	STATE?	R:	[19:17:23:350880]	11
T:	[19:17:23:655776]	STATE?	R:	[19:17:23:655913]	11
T:	[19:17:23:962310]	STATE?	R:	[19:17:23:967851]	11
T:	[19:17:24:265552]	STATE?	R:	[19:17:24:276143]	11
T:	[19:17:24:576203]	STATE?	R:	[19:17:24:581422]	11
T:	[19:17:24:880394]	STATE?	R:	[19:17:24:885607]	11
T:	[19:17:25:183271]	STATE?	R:	[19:17:25:183409]	11
T:	[19:17:25:491934]	STATE?	R:	[19:17:25:492128]	11
T:	[19:17:25:811123]	STATE?	R:	[19:17:25:817210]	11
T:	[19:17:26:116569]	STATE?	R:	[19:17:26:116739]	11
T:	[19:17:26:418344]	STATE?	R:	[19:17:26:423699]	11
T:	[19:17:26:734730]	STATE?	R:	[19:17:26:745354]	11
T:	[19:17:27:046766]	STATE?	R:	[19:17:27:046917]	11
T:	[19:17:27:380366]	STATE?	R:	[19:17:27:380507]	11
T:	[19:17:27:691598]	STATE?	R:	[19:17:27:691739]	11
T:	[19:17:27:996308]	STATE?	R:	[19:17:28:001605]	11
T:	[19:17:28:001741]	MoveFromHiPotToLCR	R:	[19:17:28:327403]	ACK
T:	[19:17:28:634145]	STATE?	R:	[19:17:28:639387]	11
T:	[19:17:28:937914]	STATE?	R:	[19:17:28:948258]	11
T:	[19:17:29:239508]	STATE?	R:	[19:17:29:239662]	11
T:	[19:17:29:545575]	STATE?	R:	[19:17:29:545724]	11
T:	[19:17:29:849594]	STATE?	R:	[19:17:29:849737]	11
T:	[19:17:30:156059]	STATE?	R:	[19:17:30:166355]	11
T:	[19:17:30:462328]	STATE?	R:	[19:17:30:462637]	11
T:	[19:17:30:768748]	STATE?	R:	[19:17:30:779237]	11
T:	[19:17:31:071168]	STATE?	R:	[19:17:31:081635]	11
T:	[19:17:31:375523]	STATE?	R:	[19:17:31:381356]	11
T:	[19:17:31:683249]	STATE?	R:	[19:17:31:688584]	11
T:	[19:17:31:988279]	STATE?	R:	[19:17:31:993623]	11
T:	[19:17:32:298956]	STATE?	R:	[19:17:32:309458]	11
T:	[19:17:32:604401]	STATE?	R:	[19:17:32:609637]	11
T:	[19:17:32:913173]	STATE?	R:	[19:17:32:918850]	11
T:	[19:17:33:216238]	STATE?	R:	[19:17:33:226678]	11
T:	[19:17:33:519072]	STATE?	R:	[19:17:33:519235]	11
T:	[19:17:33:825352]	STATE?	R:	[19:17:33:835719]	11
T:	[19:17:34:128322]	STATE?	R:	[19:17:34:138975]	11
T:	[19:17:34:432220]	STATE?	R:	[19:17:34:442909]	11
T:	[19:17:34:735112]	STATE?	R:	[19:17:34:735260]	11
T:	[19:17:35:045090]	STATE?	R:	[19:17:35:045237]	11
T:	[19:17:35:348197]	STATE?	R:	[19:17:35:348358]	11
T:	[19:17:35:653165]	STATE?	R:	[19:17:35:663847]	11
T:	[19:17:35:959131]	STATE?	R:	[19:17:35:959293]	11
T:	[19:17:36:273675]	STATE?	R:	[19:17:36:273825]	11
T:	[19:17:36:579286]	STATE?	R:	[19:17:36:579431]	11
T:	[19:17:36:884562]	STATE?	R:	[19:17:36:889808]	11
T:	[19:17:37:191585]	STATE?	R:	[19:17:37:196882]	11
T:	[19:17:37:494554]	STATE?	R:	[19:17:37:499896]	11
T:	[19:17:37:807948]	STATE?	R:	[19:17:37:808143]	11
T:	[19:17:38:111387]	STATE?	R:	[19:17:38:116625]	11
T:	[19:17:38:418103]	STATE?	R:	[19:17:38:418332]	11
T:	[19:17:38:720194]	STATE?	R:	[19:17:38:720350]	11
T:	[19:17:39:021699]	STATE?	R:	[19:17:39:032195]	11
T:	[19:17:39:331424]	STATE?	R:	[19:17:39:336987]	13
T:	[19:17:39:686388]	STATE?	R:	[19:17:39:691625]	13
T:	[19:17:39:993906]	STATE?	R:	[19:17:39:994062]	13
T:	[19:17:40:297291]	STATE?	R:	[19:17:40:297618]	13
T:	[19:17:40:318558]	DUT_SERIAL_NB?	R:	[19:17:40:561804]	22\07\0912365

T:	[19:17:40:862973]	STATE?	R:	[19:17:40:863121]	13
T:	[19:17:40:883989]	MoveFromInpToHiPot	R:	[19:17:41:338658]	ACK
T:	[19:17:41:637727]	STATE?	R:	[19:17:41:642962]	13
T:	[19:17:41:940418]	STATE?	R:	[19:17:41:940587]	13
T:	[19:17:42:242394]	STATE?	R:	[19:17:42:242854]	13
T:	[19:17:42:548531]	STATE?	R:	[19:17:42:553903]	13
T:	[19:17:42:852413]	STATE?	R:	[19:17:42:857650]	13
T:	[19:17:43:163882]	STATE?	R:	[19:17:43:174184]	13
T:	[19:17:43:467914]	STATE?	R:	[19:17:43:473297]	13
T:	[19:17:43:773864]	STATE?	R:	[19:17:43:779099]	13
T:	[19:17:44:075975]	STATE?	R:	[19:17:44:081236]	13
T:	[19:17:44:378908]	STATE?	R:	[19:17:44:384143]	13
T:	[19:17:44:683964]	STATE?	R:	[19:17:44:689205]	13
T:	[19:17:44:988382]	STATE?	R:	[19:17:44:993623]	13
T:	[19:17:45:134630]	LaserPrint 22/07/2500002	R:	[19:17:45:452735]	ACK
T:	[19:17:45:453447]	STATE?	R:	[19:17:45:453651]	13
T:	[19:17:45:754738]	STATE?	R:	[19:17:45:754873]	12
T:	[19:17:46:059767]	STATE?	R:	[19:17:46:059914]	12
T:	[19:17:46:364320]	STATE?	R:	[19:17:46:364468]	12
T:	[19:17:46:679019]	STATE?	R:	[19:17:46:684253]	12
T:	[19:17:46:991723]	STATE?	R:	[19:17:46:991871]	12
T:	[19:17:47:297910]	STATE?	R:	[19:17:47:298122]	12
T:	[19:17:47:602238]	STATE?	R:	[19:17:47:607488]	12
T:	[19:17:47:910624]	STATE?	R:	[19:17:47:910767]	12
T:	[19:17:48:213792]	STATE?	R:	[19:17:48:229063]	12
T:	[19:17:48:517800]	STATE?	R:	[19:17:48:528196]	12
T:	[19:17:48:824175]	STATE?	R:	[19:17:48:829547]	12
T:	[19:17:49:126874]	STATE?	R:	[19:17:49:132136]	12
T:	[19:17:49:431251]	STATE?	R:	[19:17:49:431401]	12
T:	[19:17:49:738013]	STATE?	R:	[19:17:49:748380]	12
T:	[19:17:50:049171]	STATE?	R:	[19:17:50:049317]	12
T:	[19:17:50:380007]	STATE?	R:	[19:17:50:385241]	12
T:	[19:17:50:686619]	STATE?	R:	[19:17:50:697295]	12
T:	[19:17:51:007502]	STATE?	R:	[19:17:51:018034]	14
T:	[19:17:51:324047]	STATE?	R:	[19:17:51:324219]	78
T:	[19:17:51:630212]	STATE?	R:	[19:17:51:635714]	78
T:	[19:17:51:943654]	STATE?	R:	[19:17:51:949062]	78
T:	[19:17:51:949207]	MoveFromPowTowToOKparts	R:	[19:17:52:164354]	ACK
T:	[19:17:52:475066]	STATE?	R:	[19:17:52:485391]	78
T:	[19:17:52:781362]	STATE?	R:	[19:17:52:791657]	78
T:	[19:17:53:084964]	STATE?	R:	[19:17:53:090370]	78
T:	[19:17:53:388941]	STATE?	R:	[19:17:53:394184]	78
T:	[19:17:53:701261]	STATE?	R:	[19:17:53:706497]	14
T:	[19:17:54:007372]	STATE?	R:	[19:17:54:007741]	14
T:	[19:17:54:313120]	STATE?	R:	[19:17:54:313465]	14
T:	[19:17:54:621179]	STATE?	R:	[19:17:54:631679]	14
T:	[19:17:54:926730]	STATE?	R:	[19:17:54:926882]	14
T:	[19:17:55:231400]	STATE?	R:	[19:17:55:236658]	14
T:	[19:17:55:532507]	STATE?	R:	[19:17:55:532752]	14
T:	[19:17:55:833985]	STATE?	R:	[19:17:55:834214]	14
T:	[19:17:56:145683]	STATE?	R:	[19:17:56:150937]	14
T:	[19:17:56:449061]	STATE?	R:	[19:17:56:459637]	14
T:	[19:17:56:765357]	STATE?	R:	[19:17:56:765605]	14
T:	[19:17:57:070358]	STATE?	R:	[19:17:57:075682]	14
T:	[19:17:57:376448]	STATE?	R:	[19:17:57:386939]	14
T:	[19:17:57:686357]	STATE?	R:	[19:17:57:686556]	14
T:	[19:17:57:988327]	STATE?	R:	[19:17:57:988471]	14
T:	[19:17:58:290050]	STATE?	R:	[19:17:58:295272]	14
T:	[19:17:58:591027]	STATE?	R:	[19:17:58:591372]	14
T:	[19:17:58:894283]	STATE?	R:	[19:17:58:894432]	14
T:	[19:17:59:197899]	STATE?	R:	[19:17:59:198045]	14
T:	[19:17:59:499482]	STATE?	R:	[19:17:59:499629]	14
T:	[19:17:59:808209]	STATE?	R:	[19:17:59:813492]	14
T:	[19:18:00:118599]	STATE?	R:	[19:18:00:128848]	14
T:	[19:18:00:423847]	STATE?	R:	[19:18:00:429073]	14
T:	[19:18:00:727192]	STATE?	R:	[19:18:00:737597]	14
T:	[19:18:01:031905]	STATE?	R:	[19:18:01:032062]	14
T:	[19:18:01:337990]	STATE?	R:	[19:18:01:343297]	14
T:	[19:18:01:651233]	STATE?	R:	[19:18:01:651429]	14
T:	[19:18:01:953666]	STATE?	R:	[19:18:01:959051]	14
T:	[19:18:02:256930]	STATE?	R:	[19:18:02:262169]	14
T:	[19:18:02:559595]	STATE?	R:	[19:18:02:564855]	14
T:	[19:18:02:867588]	STATE?	R:	[19:18:02:873056]	14
T:	[19:18:03:173202]	STATE?	R:	[19:18:03:183556]	14
T:	[19:18:03:477961]	STATE?	R:	[19:18:03:483302]	14
T:	[19:18:03:784484]	STATE?	R:	[19:18:03:791741]	30
T:	[19:18:04:124585]	STATE?	R:	[19:18:04:130193]	30
T:	[19:18:04:435921]	STATE?	R:	[19:18:04:441187]	22
T:	[19:18:04:451645]	MoveFromLCRToNoGood	R:	[19:18:04:658739]	ACK
T:	[19:18:04:963392]	STATE?	R:	[19:18:04:968622]	22
T:	[19:18:05:270975]	STATE?	R:	[19:18:05:271127]	22
T:	[19:18:05:574346]	STATE?	R:	[19:18:05:574497]	22
T:	[19:18:05:877847]	STATE?	R:	[19:18:05:883261]	22
T:	[19:18:06:184644]	STATE?	R:	[19:18:06:184800]	22
T:	[19:18:06:494707]	STATE?	R:	[19:18:06:505025]	22
T:	[19:18:06:796635]	STATE?	R:	[19:18:06:797902]	22
T:	[19:18:07:100133]	STATE?	R:	[19:18:07:100277]	22
T:	[19:18:07:403719]	STATE?	R:	[19:18:07:403866]	22
T:	[19:18:07:707254]	STATE?	R:	[19:18:07:712781]	22
T:	[19:18:08:009369]	STATE?	R:	[19:18:08:014671]	22
T:	[19:18:08:314364]	STATE?	R:	[19:18:08:314521]	22
T:	[19:18:08:630888]	STATE?	R:	[19:18:08:636142]	22
T:	[19:18:08:932473]	STATE?	R:	[19:18:08:942777]	22
T:	[19:18:09:235643]	STATE?	R:	[19:18:09:235874]	22
T:	[19:18:09:537995]	STATE?	R:	[19:18:09:543255]	22
T:	[19:18:09:849925]	STATE?	R:	[19:18:09:855315]	22
T:	[19:18:10:156198]	STATE?	R:	[19:18:10:166515]	22
T:	[19:18:10:460444]	STATE?	R:	[19:18:10:465799]	22
T:	[19:18:10:771742]	STATE?	R:	[19:18:10:777016]	22
T:	[19:18:11:074206]	STATE?	R:	[19:18:11:079581]	22
T:	[19:18:11:385910]	STATE?	R:	[19:18:11:396359]	22
T:	[19:18:11:691499]	STATE?	R:	[19:18:11:696912]	22
T:	[19:18:11:993309]	STATE?	R:	[19:18:11:994423]	54
T:	[19:18:12:340276]	STATE?	R:	[19:18:12:350593]	54
